,Id,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Terrace,Garden,State,Facades,Locality_encoded,Type_encoded,SubType_encoded,Prov_encoded,Region_encoded,Is_On_Coast,GDP,Avg_rent,Avg price,Bedrooms_per_area
791,20310967,595000,4,263,1,1,0,1,2,98,1,0,0,0,0,62123,950.0,2546,0.015209125475285171
792,20310966,420000,4,180,1,0,0,1,3,98,1,0,0,0,0,62123,950.0,2546,0.022222222222222223
793,20310965,410000,3,132,0,0,1,1,0,753,1,0,2,0,0,51731,1013.0,2841,0.022727272727272728
794,20310964,399000,3,135,0,0,1,1,0,753,1,0,2,0,0,51731,1013.0,2841,0.022222222222222223
795,20310963,440000,3,137,0,0,1,1,0,753,1,0,2,0,0,51731,1013.0,2841,0.021897810218978103
796,20310956,335000,3,157,1,0,0,1,3,799,1,0,0,0,0,62123,950.0,2546,0.01910828025477707
797,20310953,395000,3,146,1,0,0,1,2,44,1,11,3,0,0,98189,1000.0,2577,0.02054794520547945
798,20310952,327500,2,78,1,1,0,6,2,145,0,3,3,0,0,98189,1000.0,2577,0.02564102564102564
799,20310951,259000,2,70,1,1,0,1,3,485,1,0,3,0,0,98189,1000.0,2577,0.02857142857142857
800,20310949,325000,2,78,1,1,0,6,2,145,0,3,3,0,0,98189,1000.0,2577,0.02564102564102564
801,20310948,679000,2,157,1,1,0,2,0,44,0,8,3,0,0,98189,1000.0,2577,0.012738853503184714
802,20310946,275000,3,167,0,1,0,1,0,4,1,0,2,0,0,51731,1013.0,2841,0.017964071856287425
803,20310942,285000,3,120,1,1,0,2,0,636,0,3,3,0,0,98189,1000.0,2577,0.025
804,20310941,205000,3,109,0,0,0,6,0,2,1,0,4,0,0,31766,,2193,0.027522935779816515
805,20310937,349000,3,150,1,1,0,5,2,738,1,0,6,2,0,90459,1205.0,3323,0.02
806,20310935,255000,2,85,1,1,0,6,0,485,0,3,3,0,0,98189,1000.0,2577,0.023529411764705882
807,20310934,250000,2,80,1,1,0,6,0,485,0,3,3,0,0,98189,1000.0,2577,0.025
808,20310932,229000,3,119,1,0,0,2,0,610,1,0,3,0,0,98189,1000.0,2577,0.025210084033613446
809,20310926,395000,4,260,0,1,0,2,4,36,1,0,1,1,0,36940,759.0,1618,0.015384615384615385
810,20310905,348000,3,110,1,1,0,1,2,368,0,3,6,2,0,90459,1205.0,3323,0.02727272727272727
811,20310902,425000,2,120,1,1,0,1,2,740,0,3,6,2,0,90459,1205.0,3323,0.016666666666666666
812,20310855,799000,4,397,1,1,1,3,4,219,1,1,9,1,0,21155,1013.0,2729,0.010075566750629723
813,20310849,799000,4,397,1,1,1,3,4,219,1,1,9,1,0,21155,1013.0,2729,0.010075566750629723
814,20310845,598500,3,147,0,1,0,1,0,503,0,3,0,0,0,62123,950.0,2546,0.02040816326530612
815,20310833,362000,2,100,0,1,0,1,0,503,0,3,0,0,0,62123,950.0,2546,0.02
816,20310824,395000,3,160,1,1,0,3,2,597,1,0,0,0,0,62123,950.0,2546,0.01875
817,20310772,387500,2,83,1,1,0,1,2,400,0,3,0,0,0,62123,950.0,2546,0.024096385542168676
818,20310767,230000,1,190,1,1,1,3,4,245,1,1,1,1,0,36940,759.0,1618,0.005263157894736842
819,20310757,295000,3,130,1,1,1,1,4,251,1,0,8,1,0,14697,759.0,2084,0.023076923076923078
820,20310751,245000,1,74,1,0,1,2,2,719,0,3,6,2,0,90459,1205.0,3323,0.013513513513513514
821,20310733,465000,4,386,1,1,1,3,4,259,1,0,10,1,0,34715,759.0,1949,0.010362694300518135
822,20310728,393000,3,137,1,0,0,6,3,332,1,0,0,0,0,62123,950.0,2546,0.021897810218978103
823,20310723,690000,3,190,1,1,0,1,4,224,1,1,3,0,0,98189,1000.0,2577,0.015789473684210527
824,20310720,325000,3,170,0,0,0,3,3,557,1,0,5,0,0,52323,950.0,2888,0.01764705882352941
825,20310717,500000,3,218,0,1,0,4,4,14,1,1,5,0,0,52323,950.0,2888,0.013761467889908258
826,20310706,120000,3,155,0,1,0,4,2,103,1,0,8,1,0,14697,759.0,2084,0.01935483870967742
827,20310704,115000,1,123,0,0,0,2,3,113,0,7,1,1,0,36940,759.0,1618,0.008130081300813009
828,20310702,199000,3,184,1,1,1,1,3,8,1,0,10,1,0,34715,759.0,1949,0.016304347826086956
829,20310693,84000,3,176,0,0,0,7,3,417,1,0,1,1,0,36940,759.0,1618,0.017045454545454544
830,20310689,365000,3,174,1,1,1,1,4,94,1,1,1,1,0,36940,759.0,1618,0.017241379310344827
831,20310682,545000,3,150,1,1,0,2,4,796,1,0,2,0,0,51731,1013.0,2841,0.02
832,20310681,249000,2,88,1,1,0,3,0,338,0,3,3,0,0,98189,1000.0,2577,0.022727272727272728
833,20310678,139000,3,84,1,0,0,1,3,515,1,0,10,1,0,34715,759.0,1949,0.03571428571428571
834,20310677,665000,3,232,1,1,0,6,2,7,1,0,3,0,0,98189,1000.0,2577,0.01293103448275862
835,20310663,649500,4,211,0,1,1,6,3,293,1,0,0,0,0,62123,950.0,2546,0.018957345971563982
836,20310662,235000,4,212,1,0,0,4,3,360,1,0,3,0,0,98189,1000.0,2577,0.018867924528301886
837,20310636,558000,5,235,1,1,1,1,4,187,1,0,3,0,0,98189,1000.0,2577,0.02127659574468085
838,20310634,269000,3,108,1,0,0,5,4,678,1,0,4,0,0,31766,,2193,0.027777777777777776
839,20310633,297000,1,63,0,1,0,1,0,566,0,3,2,0,0,51731,1013.0,2841,0.015873015873015872
840,20310632,299000,2,144,0,0,0,2,0,124,1,0,5,0,0,52323,950.0,2888,0.013888888888888888
841,20310628,395000,3,144,0,1,0,5,3,322,1,0,2,0,0,51731,1013.0,2841,0.020833333333333332
842,20310622,215000,3,123,0,0,1,5,2,178,1,0,3,0,0,98189,1000.0,2577,0.024390243902439025
843,20310621,375000,1,150,1,1,0,1,2,234,0,3,6,2,0,90459,1205.0,3323,0.006666666666666667
844,20310616,249900,2,125,1,1,0,3,2,200,0,3,3,0,0,98189,1000.0,2577,0.016
845,20310601,399000,4,170,1,1,1,3,3,631,1,4,10,1,0,34715,759.0,1949,0.023529411764705882
846,20310590,505000,3,200,0,1,1,3,3,150,1,0,0,0,0,62123,950.0,2546,0.015
847,20310587,650000,10,515,1,1,1,3,4,27,1,4,7,1,0,7887,759.0,1985,0.019417475728155338
848,20310585,495000,6,280,0,1,0,2,3,736,1,0,2,0,0,51731,1013.0,2841,0.02142857142857143
849,20310579,160000,2,72,1,0,0,2,4,697,0,3,2,0,0,51731,1013.0,2841,0.027777777777777776
850,20310578,549000,3,179,1,0,0,1,4,286,1,0,0,0,0,62123,950.0,2546,0.01675977653631285
851,20310576,328000,2,113,1,1,0,3,2,32,0,6,6,2,0,90459,1205.0,3323,0.017699115044247787
852,20310572,230000,2,82,1,1,0,1,2,118,0,3,0,0,0,62123,950.0,2546,0.024390243902439025
853,20310562,169000,1,55,1,0,0,1,2,203,0,3,3,0,0,98189,1000.0,2577,0.01818181818181818
854,20310558,630000,4,240,0,1,1,2,0,464,1,0,2,0,0,51731,1013.0,2841,0.016666666666666666
855,20310557,290000,5,317,1,1,1,3,3,274,1,0,10,1,0,34715,759.0,1949,0.015772870662460567
856,20310556,85000,3,139,0,1,0,4,2,268,1,0,1,1,0,36940,759.0,1618,0.02158273381294964
857,20310553,260000,2,140,1,1,1,1,2,629,1,0,9,1,0,21155,1013.0,2729,0.014285714285714285
858,20310547,215000,2,87,1,1,0,6,3,759,0,3,3,0,0,98189,1000.0,2577,0.022988505747126436
859,20310539,219000,2,80,1,0,0,2,0,196,0,3,10,1,0,34715,759.0,1949,0.025
860,20310537,299000,2,113,1,0,0,1,0,400,1,0,0,0,0,62123,950.0,2546,0.017699115044247787
861,20310533,320000,2,101,0,1,0,1,0,649,0,3,0,0,0,62123,950.0,2546,0.019801980198019802
862,20310524,575000,3,232,0,0,0,2,0,464,1,0,2,0,0,51731,1013.0,2841,0.01293103448275862
863,20310523,380000,3,190,1,1,0,5,4,721,1,0,0,0,0,62123,950.0,2546,0.015789473684210527
864,20310520,795000,3,308,1,1,1,1,0,662,1,1,0,0,0,62123,950.0,2546,0.00974025974025974
865,20310516,499700,4,165,1,1,0,3,2,197,1,0,3,0,0,98189,1000.0,2577,0.024242424242424242
866,20310515,325000,3,178,1,1,0,3,2,717,1,0,1,1,0,36940,759.0,1618,0.016853932584269662
867,20310514,140000,2,120,0,0,1,4,4,253,1,0,1,1,0,36940,759.0,1618,0.016666666666666666
868,20310513,349000,4,160,0,1,0,1,2,44,1,0,3,0,0,98189,1000.0,2577,0.025
869,20310512,199000,4,100,0,0,0,1,4,203,1,0,3,0,0,98189,1000.0,2577,0.04
870,20310507,245000,2,75,1,1,0,1,0,565,0,3,1,1,0,36940,759.0,1618,0.02666666666666667
871,20310495,349000,3,158,1,1,0,4,4,759,1,0,3,0,0,98189,1000.0,2577,0.0189873417721519
872,20310489,149000,2,123,1,1,0,3,2,631,1,0,10,1,0,34715,759.0,1949,0.016260162601626018
873,20310487,559000,6,576,0,0,0,2,2,504,1,0,2,0,0,51731,1013.0,2841,0.010416666666666666
874,20310486,495000,2,176,0,1,0,5,2,516,1,0,6,2,0,90459,1205.0,3323,0.011363636363636364
875,20310485,399000,5,190,0,0,0,4,0,61,0,10,2,0,0,51731,1013.0,2841,0.02631578947368421
876,20310484,299000,3,100,0,0,0,5,0,697,0,3,2,0,0,51731,1013.0,2841,0.03
877,20310483,190000,2,70,1,1,0,5,3,697,0,3,2,0,0,51731,1013.0,2841,0.02857142857142857
878,20310482,495000,2,176,0,1,0,5,2,516,0,10,6,2,0,90459,1205.0,3323,0.011363636363636364
879,20310446,415000,3,119,1,0,0,3,2,44,1,0,3,0,0,98189,1000.0,2577,0.025210084033613446
880,20310430,289000,2,138,1,1,0,3,0,166,0,3,0,0,0,62123,950.0,2546,0.014492753623188406
881,20310363,298000,3,156,1,1,1,3,4,452,1,0,8,1,0,14697,759.0,2084,0.019230769230769232
882,20310335,218000,3,118,1,1,1,3,2,196,1,0,10,1,0,34715,759.0,1949,0.025423728813559324
883,20310327,275000,2,86,1,1,0,3,2,164,0,3,0,0,0,62123,950.0,2546,0.023255813953488372
884,20310326,292105,2,86,1,1,0,3,2,164,0,3,0,0,0,62123,950.0,2546,0.023255813953488372
885,20310309,398000,2,94,1,1,0,3,2,16,0,3,0,0,0,62123,950.0,2546,0.02127659574468085
886,20310305,369000,2,85,1,1,0,3,2,16,0,3,0,0,0,62123,950.0,2546,0.023529411764705882
887,20310270,575000,4,268,0,0,0,2,4,544,1,1,5,0,0,52323,950.0,2888,0.014925373134328358
888,20310269,279000,2,121,0,0,0,2,4,388,1,0,2,0,0,51731,1013.0,2841,0.01652892561983471
889,20310268,179000,2,92,0,1,0,2,3,196,1,0,10,1,0,34715,759.0,1949,0.021739130434782608
890,20310267,352000,3,200,0,0,0,2,3,795,1,0,5,0,0,52323,950.0,2888,0.015
891,20310266,625000,4,204,0,1,0,2,4,750,1,1,2,0,0,51731,1013.0,2841,0.0196078431372549
892,20310264,299000,3,169,0,1,0,4,4,164,1,0,0,0,0,62123,950.0,2546,0.01775147928994083
893,20310263,199000,2,111,1,1,0,3,2,692,0,3,1,1,0,36940,759.0,1618,0.018018018018018018
894,20310262,435000,3,500,0,1,0,1,3,523,1,0,0,0,0,62123,950.0,2546,0.006
895,20310261,225000,2,123,0,1,1,2,4,358,1,0,0,0,0,62123,950.0,2546,0.016260162601626018
896,20310259,449000,3,156,1,0,0,3,2,740,0,6,6,2,0,90459,1205.0,3323,0.019230769230769232
897,20310245,195000,2,80,1,1,0,1,2,44,0,3,3,0,0,98189,1000.0,2577,0.025
898,20310243,275000,3,119,0,1,0,1,0,294,0,3,5,0,0,52323,950.0,2888,0.025210084033613446
899,20310242,359000,3,157,0,0,0,1,0,294,1,0,5,0,0,52323,950.0,2888,0.01910828025477707
900,20310241,190000,2,87,0,0,0,1,0,294,0,3,5,0,0,52323,950.0,2888,0.022988505747126436
901,20310238,395000,2,106,0,1,0,3,3,44,0,8,3,0,0,98189,1000.0,2577,0.018867924528301886
902,20310231,196000,4,181,1,1,0,5,0,444,1,0,5,0,0,52323,950.0,2888,0.022099447513812154
903,20310228,595000,3,186,0,1,0,3,0,663,0,3,5,0,1,52323,950.0,2888,0.016129032258064516
904,20310227,395000,2,113,0,1,0,1,0,663,0,3,5,0,1,52323,950.0,2888,0.017699115044247787
905,20310226,245000,2,123,1,0,1,1,0,508,0,3,0,0,0,62123,950.0,2546,0.016260162601626018
906,20310225,239900,3,124,1,1,1,4,2,200,1,0,3,0,0,98189,1000.0,2577,0.024193548387096774
907,20310223,446000,3,121,0,1,1,3,3,44,1,4,3,0,0,98189,1000.0,2577,0.024793388429752067
908,20310220,349000,2,94,0,1,0,1,0,798,0,3,0,0,0,62123,950.0,2546,0.02127659574468085
909,20310214,219000,3,200,0,0,0,2,0,403,1,0,0,0,0,62123,950.0,2546,0.015
910,20310213,389000,4,123,0,0,0,6,0,561,1,0,0,0,0,62123,950.0,2546,0.032520325203252036
911,20310212,749000,4,123,1,0,0,3,0,332,1,0,0,0,0,62123,950.0,2546,0.032520325203252036
912,20310211,159000,4,148,0,1,0,2,3,603,1,0,1,1,0,36940,759.0,1618,0.02702702702702703
913,20310201,235000,1,70,1,0,0,2,4,761,0,3,6,2,0,90459,1205.0,3323,0.014285714285714285
914,20310200,218000,1,64,1,1,0,1,2,391,0,3,6,2,0,90459,1205.0,3323,0.015625
915,20310199,194000,3,161,1,1,1,5,3,56,1,0,8,1,0,14697,759.0,2084,0.018633540372670808
916,20310197,335000,4,123,1,1,0,3,2,117,1,0,5,0,0,52323,950.0,2888,0.032520325203252036
917,20310196,575000,4,227,1,1,0,2,4,210,1,0,2,0,0,51731,1013.0,2841,0.01762114537444934
918,20310192,179000,2,123,0,1,1,3,2,159,1,0,5,0,0,52323,950.0,2888,0.016260162601626018
919,20310191,399000,4,123,0,1,0,3,4,349,1,0,5,0,0,52323,950.0,2888,0.032520325203252036
920,20310189,309900,2,100,1,1,1,3,3,647,0,7,3,0,0,98189,1000.0,2577,0.02
921,20310188,135000,1,42,0,0,0,2,2,609,0,3,3,0,0,98189,1000.0,2577,0.023809523809523808
922,20310186,499000,2,172,0,0,0,2,2,609,1,0,3,0,0,98189,1000.0,2577,0.011627906976744186
923,20310177,180000,0,51,1,0,0,1,2,364,0,5,6,2,0,90459,1205.0,3323,0.0
924,20310176,620000,3,120,1,1,1,3,4,570,1,1,9,1,0,21155,1013.0,2729,0.025
925,20310153,315000,4,168,0,1,1,3,4,480,1,0,3,0,0,98189,1000.0,2577,0.023809523809523808
926,20310142,489000,3,180,1,1,1,3,2,44,1,0,3,0,0,98189,1000.0,2577,0.016666666666666666
927,20310114,219000,1,55,1,0,0,3,2,44,0,3,3,0,0,98189,1000.0,2577,0.01818181818181818
928,20310100,319500,2,90,1,1,0,1,0,339,0,3,0,0,0,62123,950.0,2546,0.022222222222222223
929,20310099,269500,1,82,1,1,0,1,0,339,0,3,0,0,0,62123,950.0,2546,0.012195121951219513
930,20310096,259000,3,131,0,1,0,1,3,341,1,0,2,0,0,51731,1013.0,2841,0.022900763358778626
931,20310090,399000,3,180,1,1,0,4,0,58,1,0,0,0,0,62123,950.0,2546,0.016666666666666666
932,20310089,289000,3,180,1,1,0,4,0,58,1,0,0,0,0,62123,950.0,2546,0.016666666666666666
933,20310080,359000,3,165,1,0,0,5,2,485,1,0,3,0,0,98189,1000.0,2577,0.01818181818181818
934,20310079,150000,2,100,1,1,0,5,2,228,1,0,10,1,0,34715,759.0,1949,0.02
935,20310074,875000,3,220,1,1,0,3,2,145,1,9,3,0,0,98189,1000.0,2577,0.013636363636363636
936,20310071,399000,3,203,1,1,0,1,2,516,1,11,6,2,0,90459,1205.0,3323,0.014778325123152709
937,20310070,539000,3,167,1,1,1,3,3,4,1,0,2,0,0,51731,1013.0,2841,0.017964071856287425
938,20310069,210000,3,113,1,1,0,1,2,196,0,6,10,1,0,34715,759.0,1949,0.02654867256637168
939,20310067,179000,2,93,1,1,0,3,3,306,0,3,3,0,0,98189,1000.0,2577,0.021505376344086023
940,20310066,250000,2,134,0,1,0,7,3,775,1,0,0,0,0,62123,950.0,2546,0.014925373134328358
941,20310061,349000,3,135,1,1,0,1,3,491,1,0,3,0,0,98189,1000.0,2577,0.022222222222222223
942,20310046,215000,1,61,0,0,0,4,0,538,0,3,5,0,1,52323,950.0,2888,0.01639344262295082
943,20310044,289000,5,243,0,1,1,4,2,472,1,0,10,1,0,34715,759.0,1949,0.0205761316872428
944,20310043,319000,2,106,1,1,0,3,2,552,0,3,6,2,0,90459,1205.0,3323,0.018867924528301886
945,20310040,687500,5,228,1,1,0,5,4,781,1,1,9,1,0,21155,1013.0,2729,0.021929824561403508
946,20310039,365000,3,205,1,0,0,2,0,510,1,0,3,0,0,98189,1000.0,2577,0.014634146341463415
947,20310038,269000,2,116,0,1,0,3,0,65,0,6,2,0,0,51731,1013.0,2841,0.017241379310344827
948,20310037,649000,5,704,0,1,0,1,2,89,1,0,2,0,0,51731,1013.0,2841,0.007102272727272727
949,20310034,385000,3,143,0,1,0,3,3,2,1,0,4,0,0,31766,,2193,0.02097902097902098
950,20310033,165000,3,167,0,1,0,3,2,412,1,0,10,1,0,34715,759.0,1949,0.017964071856287425
951,20310032,185000,4,141,0,1,0,4,2,332,1,0,0,0,0,62123,950.0,2546,0.028368794326241134
952,20310030,315000,3,123,0,0,0,5,0,357,1,0,0,0,0,62123,950.0,2546,0.024390243902439025
953,20310019,325000,1,102,1,1,1,6,1,740,0,3,6,2,0,90459,1205.0,3323,0.00980392156862745
954,20310007,299000,2,130,1,1,0,1,3,779,1,0,5,0,0,52323,950.0,2888,0.015384615384615385
955,20309987,225000,2,83,1,0,0,1,2,663,0,3,5,0,1,52323,950.0,2888,0.024096385542168676
956,20309982,695000,5,280,1,0,0,1,2,772,0,10,6,2,0,90459,1205.0,3323,0.017857142857142856
957,20309861,525000,4,142,1,1,1,2,2,609,1,0,3,0,0,98189,1000.0,2577,0.028169014084507043
958,20309860,299000,3,168,1,1,0,5,2,609,0,3,3,0,0,98189,1000.0,2577,0.017857142857142856
959,20309859,395000,3,117,1,1,0,6,2,609,1,0,3,0,0,98189,1000.0,2577,0.02564102564102564
960,20309830,350000,3,182,1,1,0,3,3,717,1,0,1,1,0,36940,759.0,1618,0.016483516483516484
961,20309829,350000,3,183,1,1,0,3,3,717,1,0,1,1,0,36940,759.0,1618,0.01639344262295082
962,20309828,347551,3,169,1,0,0,3,2,337,1,11,0,0,0,62123,950.0,2546,0.01775147928994083
963,20309826,539000,5,188,1,1,0,5,4,586,1,0,4,0,0,31766,,2193,0.026595744680851064
964,20309794,337000,3,138,1,0,0,3,3,66,1,0,0,0,0,62123,950.0,2546,0.021739130434782608
965,20309792,337000,3,138,1,0,0,3,3,66,1,0,0,0,0,62123,950.0,2546,0.021739130434782608
966,20309791,765000,4,241,1,0,0,3,4,293,1,1,0,0,0,62123,950.0,2546,0.016597510373443983
967,20309790,600000,6,220,1,1,1,5,2,401,0,10,0,0,0,62123,950.0,2546,0.02727272727272727
968,20309789,383011,3,148,1,0,0,3,3,66,1,0,0,0,0,62123,950.0,2546,0.02027027027027027
969,20309788,379551,3,173,1,0,0,3,2,337,1,11,0,0,0,62123,950.0,2546,0.017341040462427744
970,20309787,337000,3,138,1,0,0,3,3,66,1,0,0,0,0,62123,950.0,2546,0.021739130434782608
971,20309786,347551,3,169,1,0,0,3,2,337,1,11,0,0,0,62123,950.0,2546,0.01775147928994083
972,20309785,347551,3,169,1,0,0,3,2,337,1,11,0,0,0,62123,950.0,2546,0.01775147928994083
973,20309784,379551,3,173,1,0,0,3,2,337,1,11,0,0,0,62123,950.0,2546,0.017341040462427744
974,20309782,350000,3,182,1,1,0,3,3,717,1,0,1,1,0,36940,759.0,1618,0.016483516483516484
975,20309779,449000,7,236,1,1,0,1,4,393,1,0,2,0,0,51731,1013.0,2841,0.029661016949152543
976,20309778,349000,3,140,1,0,0,2,2,450,1,0,4,0,0,31766,,2193,0.02142857142857143
977,20309777,312000,3,190,0,0,0,2,2,795,1,0,5,0,0,52323,950.0,2888,0.015789473684210527
978,20309770,575000,4,212,0,1,1,1,4,535,1,0,5,0,0,52323,950.0,2888,0.018867924528301886
979,20309769,649000,3,182,1,0,1,3,2,145,1,0,3,0,0,98189,1000.0,2577,0.016483516483516484
980,20309765,299500,3,250,1,1,1,1,4,524,1,0,5,0,0,52323,950.0,2888,0.012
981,20309764,360000,5,189,1,1,1,1,3,606,1,0,0,0,0,62123,950.0,2546,0.026455026455026454
982,20309756,269000,4,147,0,1,0,5,2,459,1,0,5,0,0,52323,950.0,2888,0.027210884353741496
983,20309755,279000,4,170,0,0,0,1,0,6,0,3,5,0,0,52323,950.0,2888,0.023529411764705882
984,20309750,835000,5,335,0,0,0,1,0,660,1,0,3,0,0,98189,1000.0,2577,0.014925373134328358
985,20309749,455000,4,211,1,1,0,2,3,755,1,0,4,0,0,31766,,2193,0.018957345971563982
986,20309748,445000,2,101,0,1,0,1,0,400,0,3,0,0,0,62123,950.0,2546,0.019801980198019802
987,20309747,865000,4,293,0,0,0,1,0,400,1,9,0,0,0,62123,950.0,2546,0.013651877133105802
988,20309746,229500,2,96,0,1,0,2,0,604,0,3,0,0,0,62123,950.0,2546,0.020833333333333332
989,20309744,420000,3,175,1,0,1,1,3,45,1,0,5,0,0,52323,950.0,2888,0.017142857142857144
990,20309716,245000,0,52,0,0,1,2,4,288,1,4,7,1,0,7887,759.0,1985,0.0
991,20309695,570000,5,395,1,1,1,1,0,739,1,0,3,0,0,98189,1000.0,2577,0.012658227848101266
992,20309687,229000,2,106,0,1,0,1,0,306,0,3,3,0,0,98189,1000.0,2577,0.018867924528301886
993,20309686,329000,2,114,0,0,0,3,2,306,1,0,3,0,0,98189,1000.0,2577,0.017543859649122806
994,20309685,475000,3,116,0,1,0,1,0,44,0,3,3,0,0,98189,1000.0,2577,0.02586206896551724
995,20309684,495000,2,232,1,1,0,1,0,650,1,0,5,0,1,52323,950.0,2888,0.008620689655172414
996,20309683,150000,0,30,0,1,0,2,0,585,0,5,5,0,0,52323,950.0,2888,0.0
997,20309682,335000,3,105,0,0,0,1,0,180,0,3,5,0,1,52323,950.0,2888,0.02857142857142857
998,20309681,765000,3,99,1,1,0,4,2,535,0,3,5,0,0,52323,950.0,2888,0.030303030303030304
999,20309679,168000,0,33,0,1,0,6,0,585,0,5,5,0,0,52323,950.0,2888,0.0
1000,20309678,155000,0,37,0,0,0,1,0,585,0,5,5,0,0,52323,950.0,2888,0.0
1001,20309676,429000,6,123,0,0,0,1,4,440,1,0,4,0,0,31766,,2193,0.04878048780487805
1002,20309675,525000,2,80,1,1,0,1,2,535,0,3,5,0,0,52323,950.0,2888,0.025
1003,20309673,269900,2,92,1,1,0,3,2,44,0,3,3,0,0,98189,1000.0,2577,0.021739130434782608
1004,20309666,189000,1,60,0,0,0,1,0,180,0,3,5,0,1,52323,950.0,2888,0.016666666666666666
1005,20309663,399000,3,150,1,1,1,3,3,736,1,0,2,0,0,51731,1013.0,2841,0.02
1006,20309661,330000,2,120,0,1,0,3,3,487,0,3,2,0,0,51731,1013.0,2841,0.016666666666666666
1007,20309646,300000,3,170,0,0,0,4,3,640,0,10,6,2,0,90459,1205.0,3323,0.01764705882352941
1008,20309645,259000,2,80,1,1,0,1,2,640,0,3,6,2,0,90459,1205.0,3323,0.025
1009,20309641,879000,2,176,1,1,0,3,3,791,0,3,3,0,0,98189,1000.0,2577,0.011363636363636364
1010,20309640,199000,1,65,0,1,0,2,4,290,0,3,8,1,0,14697,759.0,2084,0.015384615384615385
1011,20309639,220000,2,75,1,1,1,3,3,48,0,3,8,1,0,14697,759.0,2084,0.02666666666666667
1012,20309638,449000,4,397,1,1,1,3,2,275,1,4,1,1,0,36940,759.0,1618,0.010075566750629723
1013,20309628,750000,6,435,1,1,0,1,2,200,0,10,3,0,0,98189,1000.0,2577,0.013793103448275862
1014,20309627,315000,2,93,1,1,0,1,2,368,0,3,6,2,0,90459,1205.0,3323,0.021505376344086023
1015,20309626,249000,3,121,0,0,0,4,2,400,1,0,0,0,0,62123,950.0,2546,0.024793388429752067
1016,20309624,309000,4,135,0,0,0,2,3,142,1,0,10,1,0,34715,759.0,1949,0.02962962962962963
1017,20309623,365000,3,204,1,1,1,1,2,759,1,0,3,0,0,98189,1000.0,2577,0.014705882352941176
1018,20309601,235000,2,76,0,1,0,3,0,585,0,3,5,0,0,52323,950.0,2888,0.02631578947368421
1019,20309596,695000,2,89,0,0,0,3,0,535,0,3,5,0,0,52323,950.0,2888,0.02247191011235955
1020,20309588,775000,3,85,0,0,0,1,0,535,0,3,5,0,0,52323,950.0,2888,0.03529411764705882
1021,20309578,299000,2,80,1,1,0,3,2,44,0,7,3,0,0,98189,1000.0,2577,0.025
1022,20309524,138000,2,95,1,1,0,1,0,254,0,3,1,1,0,36940,759.0,1618,0.021052631578947368
1023,20309507,279000,2,100,0,1,0,1,0,798,0,3,0,0,0,62123,950.0,2546,0.02
1024,20309497,275000,4,308,0,1,0,3,2,96,0,3,1,1,0,36940,759.0,1618,0.012987012987012988
1025,20309493,350000,3,240,0,0,1,4,4,409,1,0,5,0,0,52323,950.0,2888,0.0125
1026,20309489,560000,4,283,0,1,0,3,4,473,1,0,5,0,0,52323,950.0,2888,0.014134275618374558
1027,20309482,619000,2,130,1,0,0,3,0,211,0,3,0,0,0,62123,950.0,2546,0.015384615384615385
1028,20309476,148000,2,85,0,1,0,3,0,254,0,3,1,1,0,36940,759.0,1618,0.023529411764705882
1029,20309472,625000,3,226,0,0,0,1,3,287,1,0,5,0,0,52323,950.0,2888,0.01327433628318584
1030,20309470,589000,3,155,1,1,1,3,4,150,1,0,0,0,0,62123,950.0,2546,0.01935483870967742
1031,20309464,349000,2,100,1,1,0,3,0,571,0,6,9,1,0,21155,1013.0,2729,0.02
1032,20309463,95000,1,57,0,0,0,1,3,296,1,0,0,0,0,62123,950.0,2546,0.017543859649122806
1033,20309462,190000,2,136,0,0,0,1,2,296,1,0,0,0,0,62123,950.0,2546,0.014705882352941176
1034,20309461,95000,2,83,0,0,0,1,3,296,1,0,0,0,0,62123,950.0,2546,0.024096385542168676
1035,20309460,880000,5,321,0,0,0,2,4,287,1,0,5,0,0,52323,950.0,2888,0.01557632398753894
1036,20309459,259000,2,91,0,0,0,3,2,442,0,3,2,0,0,51731,1013.0,2841,0.02197802197802198
1037,20309458,450000,4,207,0,1,0,2,3,589,1,0,2,0,0,51731,1013.0,2841,0.01932367149758454
1038,20309457,299000,6,243,0,0,0,2,4,671,1,0,2,0,0,51731,1013.0,2841,0.024691358024691357
1039,20309456,450000,4,207,0,1,0,2,3,126,1,0,2,0,0,51731,1013.0,2841,0.01932367149758454
1040,20309455,299000,6,243,0,0,0,2,4,708,1,0,2,0,0,51731,1013.0,2841,0.024691358024691357
1041,20309453,450000,4,329,0,1,0,3,0,429,0,10,5,0,0,52323,950.0,2888,0.0121580547112462
1042,20309451,289000,3,162,1,1,0,4,4,755,1,0,4,0,0,31766,,2193,0.018518518518518517
1043,20309450,335000,2,93,1,1,0,1,2,532,0,3,2,0,0,51731,1013.0,2841,0.021505376344086023
1044,20309449,595000,2,175,0,0,0,6,2,450,1,0,4,0,0,31766,,2193,0.011428571428571429
1045,20309448,595000,2,405,0,0,0,6,2,450,1,2,4,0,0,31766,,2193,0.0049382716049382715
1046,20309447,790000,4,425,1,1,0,3,4,575,1,2,4,0,0,31766,,2193,0.009411764705882352
1047,20309445,925000,5,318,1,1,0,3,4,736,1,4,2,0,0,51731,1013.0,2841,0.015723270440251572
