,Id,Price,Bedrooms,Living_Area,Is_Equiped_Kitchen,Terrace,Garden,State,Facades,Locality_encoded,Type_encoded,SubType_encoded,Prov_encoded,Region_encoded
1084,20309337,369000,3,145,1,0,0,4,0,414,1,0,0,0
1085,20309336,157500,4,165,0,0,1,2,4,556,1,0,5,0
1086,20309334,197000,2,140,0,1,0,5,0,194,1,0,4,0
1087,20309333,429000,3,147,0,1,0,1,0,663,0,3,5,0
1088,20309332,310000,3,145,1,1,1,3,3,759,0,6,3,0
1089,20309331,845000,2,75,1,0,0,6,2,535,0,3,5,0
1090,20309329,272509,3,143,0,1,0,2,0,165,1,0,5,0
1091,20309328,272732,3,143,0,1,0,2,0,165,1,0,5,0
1092,20309326,250000,2,121,1,1,0,1,3,356,0,3,1,1
1093,20309325,475000,3,149,1,1,1,3,3,573,1,0,2,0
1094,20309322,290000,2,137,1,1,0,3,2,606,1,0,0,0
1095,20309298,275000,2,79,1,0,0,2,0,772,0,3,6,2
1096,20309260,340000,2,187,1,1,0,1,0,204,1,0,3,0
1097,20309251,119000,2,123,0,0,0,2,3,245,1,0,1,1
1098,20309178,294000,2,58,1,1,0,1,2,325,0,3,5,0
1099,20309174,229000,3,128,1,1,0,5,2,166,0,3,0,0
1100,20309171,149000,2,123,1,0,0,1,2,142,1,0,10,1
1101,20309170,815000,3,76,0,0,0,6,2,535,0,3,5,0
1102,20309167,229000,3,93,1,1,1,3,2,544,1,0,5,0
1103,20309166,179000,1,60,1,0,0,3,2,290,0,3,8,1
1104,20309165,945000,4,158,1,1,0,6,2,535,1,0,5,0
1105,20309164,595000,4,228,0,0,1,3,4,776,1,1,0,0
1106,20309163,449000,5,262,0,1,1,3,4,664,1,1,5,0
1107,20309161,265000,3,220,0,0,0,5,4,144,1,0,4,0
1108,20309159,340000,4,204,0,1,0,3,2,229,1,0,5,0
1109,20309154,539000,5,300,1,1,1,5,4,5,1,1,5,0
1110,20309151,295000,6,226,1,0,1,4,2,2,0,10,4,0
1111,20309150,179000,1,45,1,0,0,2,0,161,0,3,8,1
1112,20309149,179000,1,52,0,0,0,2,2,650,1,0,5,0
1113,20309148,430000,3,153,0,1,1,3,2,56,1,0,8,1
1114,20309143,219000,3,149,0,0,0,2,2,127,1,0,5,0
1115,20309142,279500,2,92,1,1,0,1,2,44,0,3,3,0
1116,20309138,260000,1,85,1,1,1,6,2,793,0,3,3,0
1117,20309137,419000,2,105,0,1,0,1,0,663,0,3,5,0
1118,20309136,299000,3,126,0,1,1,1,0,409,1,0,5,0
1119,20309132,215000,2,128,0,1,0,3,0,447,1,0,5,0
1120,20309131,325000,1,100,1,1,0,6,2,234,0,7,6,2
1121,20309129,229000,3,123,0,0,0,2,2,442,1,0,2,0
1122,20309127,509000,4,168,1,1,1,6,2,609,1,0,3,0
1123,20309094,225000,4,170,0,0,0,5,2,200,1,0,3,0
1124,20309091,415000,3,175,1,1,0,3,2,15,1,11,2,0
1125,20309089,235000,2,88,1,1,0,3,4,64,0,3,7,1
1126,20309088,411900,3,132,1,1,0,3,3,66,1,0,0,0
1127,20309087,413400,3,132,1,1,0,3,3,66,1,0,0,0
1128,20309086,430000,3,134,1,0,1,3,3,445,1,1,0,0
1129,20309085,335000,2,92,1,1,0,1,2,400,0,3,0,0
1130,20309084,410000,3,182,1,0,1,3,2,445,1,0,0,0
1131,20309083,440000,4,139,1,0,1,3,3,445,1,1,0,0
1132,20309082,435000,3,186,1,0,1,3,3,445,1,1,0,0
1133,20309081,435000,3,186,1,0,1,3,3,445,1,1,0,0
1134,20309080,440000,3,141,1,0,1,3,3,445,1,1,0,0
1135,20309079,376000,3,123,1,1,0,3,2,66,1,0,0,0
1136,20309078,538500,3,140,1,1,0,3,3,66,1,0,0,0
1137,20309077,547000,3,192,1,1,0,3,4,66,1,1,0,0
1138,20309076,450000,3,132,1,1,0,3,4,66,1,1,0,0
1139,20309075,430000,3,132,1,0,1,3,3,445,1,1,0,0
1140,20309074,426450,3,132,1,1,0,3,3,66,1,0,0,0
1141,20309072,549500,3,181,1,1,0,3,4,66,1,1,0,0
1142,20309071,536500,3,192,1,1,0,3,4,66,1,1,0,0
1143,20309069,413400,3,132,1,1,0,3,3,66,1,0,0,0
1144,20309067,413400,3,132,1,1,0,3,3,66,1,0,0,0
1145,20309057,408000,2,103,1,1,1,3,4,801,0,3,0,0
1146,20309054,750000,4,128,0,0,0,7,2,535,0,10,5,0
1147,20309053,565000,2,94,1,1,0,3,4,21,0,3,4,0
1148,20309049,135000,1,59,0,0,0,2,2,80,0,3,5,0
1149,20309048,500000,4,240,0,0,0,2,4,75,1,1,7,1
1150,20309047,195000,3,193,0,0,0,2,2,57,1,0,7,1
1151,20309046,120000,2,133,0,0,0,2,2,378,1,0,7,1
1152,20309045,285000,4,167,0,0,0,2,2,228,0,10,10,1
1153,20309044,425000,4,160,0,1,0,2,3,617,1,0,5,0
1154,20309043,345000,4,600,0,1,0,2,2,795,1,0,5,0
1155,20309037,670000,4,180,1,0,1,2,2,743,1,0,6,2
1156,20309036,980000,2,239,0,1,0,3,0,803,0,8,4,0
1157,20309035,310000,2,76,0,0,0,3,2,427,0,3,2,0
1158,20309025,299000,2,86,0,0,0,5,2,234,0,3,6,2
1159,20308999,495000,3,132,0,1,0,2,0,609,1,0,3,0
1160,20308998,325000,1,79,0,1,0,1,0,197,0,3,3,0
1161,20308978,265000,2,123,0,0,0,1,0,332,0,3,0,0
1162,20308977,395000,3,123,0,0,0,1,0,332,0,3,0,0
1163,20308976,235000,1,123,0,0,0,1,0,332,0,3,0,0
1164,20308972,480000,3,166,1,0,0,1,0,159,1,0,5,0
1165,20308968,398000,3,205,0,1,0,1,0,287,1,1,5,0
1166,20308957,499000,2,149,1,1,0,1,2,516,0,3,6,2
1167,20308905,445000,4,140,0,0,0,1,4,44,1,0,3,0
1168,20308856,385000,4,170,1,0,1,1,2,44,1,0,3,0
1169,20308852,319000,3,163,1,1,0,1,4,677,1,0,4,0
1170,20308842,695000,5,245,0,1,1,1,3,608,1,0,2,0
1171,20308840,995000,5,314,1,1,1,2,0,46,1,1,0,0
1172,20308838,411300,4,185,0,0,0,2,2,447,1,0,5,0
1173,20308833,411000,4,185,0,0,0,2,3,447,1,0,5,0
1174,20308831,995000,5,314,1,1,1,2,0,46,1,1,0,0
1175,20308829,240000,1,77,0,1,0,6,2,552,0,3,6,2
1176,20308828,245000,1,71,0,1,1,6,2,552,0,3,6,2
1177,20308827,310000,2,187,1,1,0,1,4,239,1,0,2,0
1178,20308826,155000,2,137,1,1,0,4,3,239,1,0,2,0
1179,20308817,285000,1,64,1,0,0,6,0,44,0,3,3,0
1180,20308816,570000,3,201,0,1,0,2,0,77,1,4,7,1
1181,20308815,495000,5,189,0,0,0,5,4,223,1,4,7,1
1182,20308813,199500,3,180,1,0,0,5,2,663,1,0,5,0
1183,20308812,229000,2,84,1,0,0,1,0,663,0,3,5,0
1184,20308811,315000,3,180,0,0,0,4,4,133,1,0,2,0
1185,20308810,75000,2,123,0,0,0,4,0,757,1,0,1,1
1186,20308808,448000,3,175,1,1,0,1,3,415,1,0,2,0
1187,20308805,330000,4,135,0,1,1,3,3,716,1,0,10,1
1188,20308804,150000,3,116,1,0,0,5,2,412,0,6,10,1
1189,20308803,169000,1,50,1,1,0,4,0,391,0,3,6,2
1190,20308802,399000,3,199,0,1,1,4,4,219,1,0,9,1
1191,20308801,249000,3,136,1,1,1,6,2,253,1,0,1,1
1192,20308800,144800,2,89,1,0,0,5,2,180,0,3,5,0
1193,20308798,330000,4,135,0,1,1,3,3,375,1,0,10,1
1194,20308796,609000,4,210,1,1,0,3,3,573,1,0,2,0
1195,20308791,411300,4,185,0,0,0,2,2,447,1,0,5,0
1196,20308780,347000,3,123,1,0,1,6,3,755,1,0,4,0
1197,20308778,125000,3,211,0,1,0,4,2,268,1,0,1,1
1198,20308750,385000,6,316,0,0,1,2,4,372,1,0,10,1
1199,20308719,169900,1,59,1,0,0,1,2,46,0,3,0,0
1200,20308717,190000,1,36,0,1,0,2,0,271,0,3,9,1
1201,20308716,560000,4,212,0,0,1,1,2,761,1,0,6,2
1202,20308715,560000,4,212,0,0,1,1,2,574,1,0,2,0
1203,20308713,249000,2,80,0,0,0,1,0,232,0,7,5,0
1204,20308710,239000,3,148,0,1,0,3,2,447,1,0,5,0
1205,20308709,239000,3,130,1,1,0,1,3,455,1,0,1,1
1206,20308708,615000,2,86,0,0,0,3,0,535,0,3,5,0
1207,20308707,489000,3,227,1,1,1,2,3,527,1,0,0,0
1208,20308700,739000,3,90,0,1,0,3,0,535,0,3,5,0
1209,20308697,339000,4,132,0,0,0,4,0,400,1,0,0,0
1210,20308696,230000,1,80,1,1,0,1,0,735,0,3,6,2
1211,20308694,227500,2,89,0,1,0,2,0,400,0,3,0,0
1212,20308693,243000,2,123,0,1,0,1,0,392,0,3,3,0
1213,20308691,343000,3,123,1,0,0,1,0,593,0,3,4,0
1214,20308689,255000,1,123,1,0,1,1,0,593,0,3,4,0
1215,20308688,375000,3,190,1,1,1,2,2,11,0,10,8,1
1216,20308684,164000,1,55,0,1,0,4,0,663,0,3,5,0
1217,20308683,314000,3,123,1,0,0,1,0,593,0,3,4,0
1218,20308680,340000,2,63,1,1,0,1,0,650,0,3,5,0
1219,20308679,690000,2,110,1,1,0,3,0,538,0,3,5,0
1220,20308678,399000,2,140,0,0,0,1,0,400,1,0,0,0
1221,20308677,255000,1,123,1,0,1,1,0,593,0,3,4,0
1222,20308673,310000,1,67,1,1,0,1,2,761,0,3,6,2
1223,20308672,985000,2,126,0,1,0,3,0,400,0,3,0,0
1224,20308671,314000,3,123,1,0,0,1,0,593,0,3,4,0
1225,20308670,299000,4,144,1,0,0,5,2,479,0,3,2,0
1226,20308668,280000,2,123,1,0,0,1,0,711,0,3,4,0
1227,20308666,950000,3,245,1,1,1,3,4,221,1,4,1,1
1228,20308665,950000,3,245,1,1,1,3,4,205,1,4,9,1
1229,20308651,595000,4,155,1,1,0,3,3,671,1,0,2,0
1230,20308650,324000,3,123,0,0,0,1,0,606,1,0,0,0
1231,20308648,585000,3,134,0,1,0,3,3,44,0,3,3,0
1232,20308645,299000,4,118,1,1,1,1,4,39,1,0,10,1
1233,20308641,249000,3,120,1,1,1,3,2,263,1,0,10,1
1234,20308615,229500,2,96,0,1,0,2,0,400,0,3,0,0
1235,20308606,135000,2,95,1,1,1,1,3,592,1,0,1,1
1236,20308593,499000,3,123,0,1,0,1,0,526,0,6,2,0
1237,20308591,439500,2,109,1,1,0,3,0,125,0,8,3,0
1238,20308589,328500,2,103,1,1,0,3,0,125,0,3,3,0
1239,20308588,349500,2,104,1,1,0,3,0,125,0,3,3,0
1240,20308587,298500,2,90,1,1,0,3,0,125,0,7,3,0
1241,20308586,299500,1,91,1,1,0,3,0,125,0,7,3,0
1242,20308585,395500,2,102,1,1,0,3,0,125,0,8,3,0
1243,20308584,415500,2,102,1,1,0,3,0,125,0,8,3,0
1244,20308583,405750,2,76,1,1,0,3,0,125,0,3,3,0
1245,20308582,317500,2,87,1,1,0,3,0,125,0,3,3,0
1246,20308581,314500,2,87,1,1,0,3,0,125,0,3,3,0
1247,20308580,248750,1,76,1,1,0,3,0,125,0,7,3,0
1248,20308578,314500,2,87,1,1,0,3,0,125,0,7,3,0
1249,20308577,375500,2,91,1,1,0,3,0,125,0,8,3,0
1250,20308576,425500,2,101,1,1,0,3,0,125,0,8,3,0
1251,20308574,326900,2,87,1,1,0,3,0,125,0,3,3,0
1252,20308573,348500,2,108,1,1,0,3,0,125,0,3,3,0
1253,20308569,295500,2,93,1,1,0,3,0,125,0,7,3,0
1254,20308568,317500,2,87,1,1,0,3,0,125,0,3,3,0
1255,20308567,314500,2,87,1,1,0,3,0,125,0,3,3,0
1256,20308566,298500,2,98,1,1,0,3,0,125,0,3,3,0
1257,20308565,318500,2,87,1,1,0,3,0,125,0,7,3,0
1258,20308564,289500,1,99,1,1,0,3,0,125,0,7,3,0
1259,20308563,315500,2,87,1,1,0,3,0,125,0,7,3,0
1260,20308562,339500,2,103,1,1,0,3,0,125,0,7,3,0
1261,20308561,425500,2,105,1,1,0,3,0,125,0,8,3,0
1262,20308545,149000,3,123,0,0,0,1,4,165,1,0,5,0
1263,20308510,185000,4,300,0,1,0,6,3,704,1,0,0,0
1264,20308508,398000,10,123,0,1,0,2,0,641,1,9,0,0
1265,20308506,450000,3,220,1,1,0,1,4,704,1,1,0,0
1266,20308505,398000,10,123,0,1,0,2,0,641,0,10,0,0
1267,20308503,185000,2,150,1,0,0,4,3,779,1,0,5,0
1268,20308499,355000,3,123,0,0,0,4,2,552,0,10,6,2
1269,20308498,631594,4,225,0,0,0,2,2,305,1,0,0,0
1270,20308496,165000,1,55,0,1,0,1,2,738,0,3,6,2
1271,20308494,355000,3,123,0,0,0,4,2,552,1,0,6,2
1272,20308491,749000,4,299,1,0,0,1,4,594,1,1,2,0
1273,20308490,351761,3,123,1,1,0,2,2,66,0,3,0,0
1274,20308489,210000,2,98,1,0,0,1,2,66,0,3,0,0
1275,20308487,217500,2,90,1,0,0,1,2,66,0,3,0,0
1276,20308486,365000,4,210,0,0,0,2,3,66,1,0,0,0
1277,20308485,529000,3,171,0,0,0,2,3,66,1,0,0,0
1278,20308484,119000,2,34,1,0,0,3,2,513,1,2,5,0
1279,20308481,199000,2,78,1,1,0,1,2,66,0,3,0,0
1280,20308480,209000,3,90,1,0,0,4,2,798,0,3,0,0
1281,20308479,234000,1,70,1,1,0,2,2,66,0,3,0,0
1282,20308477,440000,3,185,1,0,0,1,3,66,1,0,0,0
1283,20308476,420000,3,187,1,0,0,1,4,66,1,0,0,0
1284,20308475,119000,1,40,1,1,0,1,2,544,0,3,5,0
1285,20308474,532000,3,166,0,0,0,1,4,66,1,1,0,0
1286,20308472,397000,3,160,1,0,0,2,4,164,1,0,0,0
1287,20308471,639000,3,224,0,0,0,2,3,165,1,0,5,0
1288,20308469,94000,1,108,1,0,0,5,3,270,1,0,10,1
1289,20308420,199000,2,91,0,0,0,2,3,480,0,8,3,0
1290,20308373,475000,3,209,1,0,0,2,0,629,1,11,9,1
1291,20308372,475000,3,209,1,0,0,2,0,629,1,11,9,1
1292,20308371,482000,3,211,1,0,0,2,0,629,1,11,9,1
1293,20308370,475000,3,205,1,0,0,2,0,629,1,11,9,1
1294,20308367,469000,3,205,1,0,0,2,0,629,1,11,9,1
1295,20308366,468000,3,194,1,0,0,2,0,629,1,11,9,1
1296,20308365,482000,3,228,1,0,0,2,0,413,1,11,9,1
1297,20308362,537000,4,267,1,0,0,2,0,413,1,11,9,1
1298,20308361,185000,2,81,1,1,0,1,0,759,0,3,3,0
1299,20308359,402000,3,165,1,0,0,2,0,629,1,11,9,1
1300,20308356,412000,3,147,1,0,0,2,0,629,1,11,9,1
1301,20308341,398000,3,165,1,0,0,2,0,629,1,11,9,1
1302,20308340,415000,3,164,1,0,0,2,0,629,1,11,9,1
1303,20308339,375000,3,130,1,1,0,1,0,31,0,3,8,1
1304,20308338,270000,2,88,1,1,0,1,0,31,0,3,8,1
1305,20308337,196000,1,70,1,1,0,1,0,31,0,3,8,1
1306,20308336,275000,2,91,1,1,0,1,0,31,0,3,8,1
1307,20308335,255000,2,88,1,1,0,1,0,31,0,3,8,1
1308,20308334,189000,1,70,1,1,0,1,0,31,0,3,8,1
1309,20308332,260000,2,91,1,1,0,1,0,31,0,3,8,1
1310,20308331,245000,2,88,1,1,0,1,0,31,0,3,8,1
1311,20308330,184000,1,70,1,1,0,1,0,31,0,3,8,1
1312,20308329,524000,4,242,1,0,0,2,0,629,1,11,9,1
1313,20308328,479000,3,205,1,0,0,2,0,629,1,11,9,1
1314,20308327,410000,5,247,1,1,1,1,4,223,1,0,7,1
1315,20308325,520000,3,215,0,0,0,1,0,279,1,0,9,1
1316,20308324,250000,2,91,1,1,0,1,0,31,0,3,8,1
1317,20308323,189000,1,73,1,1,0,1,0,31,0,3,8,1
1318,20308311,285000,2,97,0,1,1,2,0,791,0,3,3,0
1319,20308272,380000,4,180,1,1,0,1,4,113,1,1,1,1
1320,20308271,614000,3,202,0,0,0,2,4,777,1,0,0,0
1321,20308270,602000,3,190,0,0,0,2,4,777,1,0,0,0
1322,20308269,606000,3,210,0,0,0,2,4,777,1,0,0,0
1323,20308267,597000,3,198,0,0,0,2,4,777,1,0,0,0
1324,20308266,599000,3,220,0,0,0,2,4,777,1,0,0,0
1325,20308260,439000,2,153,1,1,0,1,3,287,1,0,5,0
1326,20308247,570000,5,228,1,1,1,1,4,541,1,1,3,0
1327,20308231,269000,3,113,0,1,1,5,2,271,1,0,9,1
1328,20308230,345000,2,111,1,1,0,1,2,740,0,3,6,2
1329,20308229,239000,2,79,1,1,0,3,2,597,0,6,0,0
1330,20308228,599500,5,200,1,1,0,3,3,597,1,0,0,0
1331,20308227,425000,3,193,1,1,0,3,3,294,1,0,5,0
1332,20308226,275000,4,199,0,1,0,1,3,403,1,0,0,0
1333,20308225,235000,2,88,1,1,0,5,0,412,0,3,10,1
1334,20308224,424000,3,200,0,1,1,1,3,415,1,0,2,0
1335,20308214,230000,2,90,0,1,0,1,2,67,0,3,1,1
1336,20308213,390000,0,297,0,0,0,1,4,155,1,2,1,1
1337,20308211,165000,1,29,1,0,0,1,2,566,0,5,2,0
1338,20308209,249000,4,220,0,1,0,4,3,0,1,0,0,0
1339,20308206,299000,5,246,0,1,1,1,0,342,1,0,10,1
1340,20308204,375000,3,160,0,0,0,4,0,662,1,0,0,0
1341,20308203,415000,4,175,1,0,1,3,0,32,1,0,6,2
1342,20308195,430000,3,241,0,0,0,2,3,109,0,10,7,1
1343,20308191,375000,3,150,0,1,0,2,0,571,1,0,9,1
1344,20308190,375000,3,150,0,1,0,2,0,169,1,0,9,1
1345,20308189,390000,8,450,0,1,0,1,0,44,1,0,3,0
1346,20308186,895000,5,356,1,1,0,1,2,364,0,10,6,2
1347,20308185,425000,3,105,1,1,0,2,2,364,1,9,6,2
1348,20308179,375000,4,207,1,0,0,1,3,302,1,0,5,0
1349,20308178,499000,4,195,1,1,1,1,4,728,1,0,5,0
1350,20308176,220000,4,140,0,1,0,2,2,112,1,0,1,1
1351,20308175,330000,4,140,1,1,0,2,2,112,1,0,1,1
1352,20308172,214900,2,73,1,1,0,2,3,338,0,3,3,0
1353,20308143,314000,3,128,1,1,0,4,3,358,1,0,0,0
1354,20308136,345000,1,68,1,0,0,2,2,156,0,3,2,0
1355,20308134,189000,2,136,0,0,1,4,2,409,1,0,5,0
1356,20308125,265000,2,85,0,0,0,3,0,210,0,7,2,0
1357,20308122,460000,2,68,0,0,0,1,0,535,0,3,5,0
1358,20308116,316714,3,192,1,1,0,2,0,194,0,3,4,0
1359,20308115,455000,4,383,1,1,0,5,4,194,1,0,4,0
1360,20308114,269730,2,106,1,1,1,2,0,194,0,3,4,0
1361,20308113,312835,2,118,1,1,1,2,0,194,0,3,4,0
1362,20308110,303190,2,115,1,1,1,2,0,194,0,3,4,0
1363,20308109,288019,3,122,1,1,0,2,0,194,0,3,4,0
1364,20308107,419000,3,181,0,0,0,3,2,662,1,0,0,0
1365,20308105,235000,1,70,1,1,0,2,0,194,0,3,4,0
1366,20308104,205000,2,97,1,1,0,5,0,711,0,3,4,0
1367,20308102,215000,1,61,1,1,0,2,0,194,0,3,4,0
1368,20308101,318054,3,192,1,1,0,2,0,194,0,3,4,0
1369,20308100,450000,2,132,1,1,0,2,0,194,0,10,4,0
1370,20308094,325000,3,147,0,1,0,4,4,788,1,0,2,0
1371,20308093,590000,3,207,0,1,0,3,4,706,1,0,2,0
1372,20308090,465000,4,195,0,0,0,1,3,625,1,0,3,0
1373,20308089,460000,4,195,0,0,0,1,4,625,1,0,3,0
1374,20308088,467500,4,195,0,0,0,1,4,625,1,0,3,0
1375,20308085,368000,2,196,1,1,0,1,3,201,1,0,2,0
1376,20308084,159000,2,82,1,0,1,1,2,556,1,0,5,0
1377,20308083,815000,3,171,1,1,1,5,4,742,1,0,0,0
1378,20308081,195000,4,207,1,1,1,1,3,408,1,2,1,1
1379,20308080,195000,4,207,1,1,1,1,3,408,1,0,1,1
1380,20308078,319000,3,135,1,1,1,3,2,493,1,0,1,1
1381,20308077,329000,3,167,0,1,0,3,4,562,1,0,5,0
1382,20308073,400000,8,340,0,0,0,5,2,182,0,10,1,1
1383,20308072,85000,0,123,0,0,0,2,0,556,1,0,5,0
1384,20308071,548000,0,350,0,1,0,4,4,164,1,0,0,0
1385,20308068,409000,3,138,0,0,0,4,0,479,1,0,2,0
1386,20308067,340000,3,260,0,0,0,4,4,405,1,9,1,1
1387,20308050,349500,3,135,1,1,0,1,0,499,1,0,5,0
1388,20308036,930000,3,244,1,0,1,3,0,604,1,0,0,0
1389,20308027,310000,0,51,1,0,0,3,2,737,0,5,6,2
1390,20308012,189000,1,57,0,0,0,1,0,227,0,3,3,0
1391,20308007,470000,3,140,0,1,0,5,2,743,0,3,6,2
1392,20307991,365000,2,95,1,1,0,1,0,44,0,3,3,0
1393,20307977,349999,3,130,1,1,1,3,3,161,1,0,8,1
1394,20307975,344999,3,130,1,1,1,3,3,161,1,0,8,1
1395,20307958,189000,1,75,0,0,0,1,3,663,0,3,5,0
1396,20307947,369000,4,175,1,1,0,4,2,354,1,0,2,0
1397,20307939,215000,3,115,1,1,0,2,2,32,0,3,6,2
1398,20307938,159000,1,70,1,1,0,2,2,32,0,3,6,2
1399,20307933,199000,1,50,1,0,0,1,0,761,0,3,6,2
1400,20307931,395000,4,227,1,1,1,1,4,172,1,0,8,1
1401,20307924,375000,3,175,0,0,0,1,0,303,1,0,0,0
1402,20307923,475000,3,220,1,0,0,1,4,583,1,0,3,0
1403,20307922,149000,1,50,0,1,0,1,4,615,0,3,3,0
1404,20307920,315000,3,130,0,0,1,5,3,360,1,0,3,0
1405,20307919,320000,3,150,1,1,0,4,3,583,1,0,3,0
1406,20307913,349000,3,125,1,1,0,2,2,32,1,11,6,2
1407,20307912,345000,2,148,1,0,0,1,2,556,0,3,5,0
1408,20307908,685000,5,202,1,0,0,1,0,793,1,0,3,0
1409,20307901,385000,3,126,1,1,0,6,3,442,0,6,2,0
1410,20307900,385000,3,126,1,1,0,6,3,442,0,3,2,0
1411,20307895,200000,2,70,1,1,0,6,2,663,0,3,5,0
1412,20307888,369000,3,120,1,1,0,1,2,306,1,0,3,0
1413,20307883,129000,2,80,1,0,0,5,2,352,1,0,10,1
1414,20307882,239000,2,76,1,0,0,1,2,99,0,3,3,0
1415,20307881,259000,2,90,1,1,0,1,2,99,0,3,3,0
1416,20307879,400000,3,125,1,1,0,3,3,743,0,3,6,2
1417,20307877,375000,3,124,0,1,0,1,0,566,1,0,2,0
1418,20307876,179000,3,127,0,1,0,2,2,759,0,3,3,0
1419,20307847,385000,4,214,0,0,0,2,4,223,1,0,7,1
1420,20307846,995000,3,283,0,1,0,1,3,162,1,4,3,0
1421,20307843,249000,2,85,1,1,0,2,0,2,0,3,4,0
1422,20307842,305000,2,123,1,1,0,2,0,465,0,3,3,0
1423,20307841,695000,3,260,1,1,0,3,2,450,1,9,4,0
1424,20307837,779000,0,123,1,0,0,1,3,196,0,10,10,1
1425,20307836,180000,1,70,1,1,0,1,2,735,0,3,6,2
1426,20307834,229500,4,200,0,1,1,4,2,142,1,9,10,1
1427,20307833,249000,4,140,1,0,0,4,4,319,1,0,8,1
1428,20307831,675000,3,150,0,1,1,3,2,789,1,0,2,0
1429,20307829,400000,5,379,1,1,1,4,4,473,1,0,5,0
1430,20307827,345000,1,53,1,0,0,6,2,234,0,3,6,2
1431,20307826,345000,0,58,1,0,0,6,2,234,0,5,6,2
1432,20307824,145000,2,87,1,0,1,1,2,396,1,0,5,0
1433,20307823,245000,5,170,1,0,0,1,2,544,1,4,5,0
1434,20307822,129000,1,86,1,0,0,1,2,556,1,0,5,0
1435,20307758,368000,3,355,0,0,0,4,2,326,0,10,3,0
1436,20307757,368000,3,355,0,0,0,4,2,326,1,2,3,0
1437,20307756,368000,3,355,0,0,0,4,2,326,1,0,3,0
1438,20307755,385000,3,165,0,1,1,5,3,750,1,0,2,0
1439,20307751,465000,3,186,0,0,0,1,2,609,0,10,3,0
1440,20307749,260000,4,189,1,1,0,1,3,690,1,0,1,1
1441,20307738,275000,2,140,1,1,0,6,2,403,1,0,0,0
1442,20307733,179000,2,86,1,1,0,6,2,615,0,3,3,0
1443,20307731,269000,1,84,1,1,0,1,4,735,0,3,6,2
1444,20307726,219999,4,145,1,0,1,4,3,593,1,0,4,0
1445,20307687,340000,3,160,1,1,1,1,4,403,1,0,0,0
1446,20307673,170000,1,42,1,1,0,1,2,279,0,3,9,1
1447,20307654,359000,2,99,0,0,1,1,2,306,0,3,3,0
1448,20307649,269000,3,140,1,1,1,1,2,85,1,0,10,1
1449,20307640,345000,4,145,0,0,1,1,2,400,1,0,0,0
1450,20307504,245000,3,121,0,1,0,3,3,544,1,0,5,0
1451,20307503,249000,3,123,0,1,0,1,3,117,1,0,5,0
1452,20307483,399000,3,240,1,0,1,4,0,488,1,0,3,0
1453,20307478,279000,1,52,1,0,0,6,0,400,0,3,0,0
1454,20307477,225000,2,80,0,0,0,5,0,401,0,3,0,0
1455,20307475,159000,3,137,1,1,1,1,3,673,1,0,10,1
1456,20307474,249000,1,123,0,0,0,1,0,180,0,3,5,0
1457,20307473,229000,3,190,0,1,0,4,2,2,1,0,4,0
1458,20307472,250000,3,109,0,1,1,2,2,79,0,3,8,1
1459,20307470,255000,2,98,0,0,0,1,0,588,0,3,5,0
1460,20307469,185000,1,71,0,1,0,2,2,465,0,3,3,0
1461,20307464,845000,2,75,0,0,0,2,2,535,0,3,5,0
1462,20307463,549000,2,201,1,1,1,1,2,609,1,0,3,0
1463,20307460,325000,1,83,0,0,0,4,0,400,0,3,0,0
1464,20307459,275000,2,123,0,0,0,2,4,487,1,2,2,0
1465,20307457,385000,2,94,1,1,0,1,0,234,0,3,6,2
1466,20307456,375000,0,100,0,0,0,1,0,400,0,6,0,0
1467,20307454,274000,4,300,1,1,0,1,2,142,1,0,10,1
1468,20307453,274000,4,300,1,1,0,1,2,142,0,10,10,1
1469,20307451,419000,4,225,1,0,0,2,0,44,1,0,3,0
1470,20307450,695000,3,149,1,1,0,3,2,566,0,10,2,0
1471,20307449,695000,3,149,1,1,0,3,2,566,1,0,2,0
1472,20307448,245000,1,68,0,0,0,6,0,401,0,3,0,0
1473,20307447,543000,3,213,1,1,0,1,4,441,1,0,3,0
1474,20307442,385000,1,73,0,0,0,1,0,400,0,3,0,0
1475,20307440,229000,3,86,1,1,0,1,2,412,1,0,10,1
1476,20307437,368500,2,97,0,0,0,4,0,400,0,3,0,0
1477,20307436,424000,3,123,1,1,0,3,0,156,0,8,2,0
1478,20307435,439000,4,211,0,1,0,1,4,90,1,1,0,0
1479,20307433,185000,1,63,0,0,0,5,2,625,0,3,3,0
1480,20307432,659000,5,244,1,0,0,3,3,587,1,0,2,0
1481,20307431,257000,2,80,1,1,0,1,0,485,0,3,3,0
1482,20307429,335000,3,185,1,1,0,3,0,741,1,0,0,0
1483,20307428,362548,4,147,0,0,0,3,4,17,1,0,8,1
1484,20307425,195000,2,131,0,0,0,2,4,311,1,0,4,0
1485,20307424,304000,2,123,1,1,0,2,0,482,0,3,2,0
1486,20307423,695000,7,243,1,0,0,1,2,609,0,10,3,0
1487,20307422,329000,3,340,1,0,0,4,0,445,1,0,0,0
1488,20307420,539000,3,140,1,1,0,3,3,145,0,8,3,0
1489,20307419,185000,3,97,0,1,0,2,2,228,1,0,10,1
1490,20307405,320000,2,85,0,0,0,5,0,400,0,3,0,0
1491,20307403,229000,4,257,1,1,0,1,2,332,0,10,0,0
1492,20307402,220000,1,66,0,1,0,2,0,192,0,7,8,1
